0.61742,0.501755,0.128025,0.432203,
0.407666,0.00640889,0.567919,0.510849,
0.197699,0.89639,0.104099,0.325053,
0.363567,0.942473,0.227302,0.49321,
0.279092,0.836146,0.924345,0.371685,
0.424543,0.988739,0.904874,0.499802,
0.676656,0.786126,0.463027,0.140385,
0.311686,0.70452,0.754601,0.572558,
0.752831,0.193915,0.771996,0.292276,
0.592456,0.735282,0.797327,0.777886,
0.921598,0.977935,0.615497,0.97586,
0.496933,0.363201,0.268288,0.163823,
0.777123,0.14066,0.630543,0.346629,
0.359416,0.183172,0.590014,0.842006,
0.847865,0.507065,0.111911,0.211646,
0.684683,0.903531,0.969634,0.194678,
0.975341,0.587695,0.422407,0.798914,
0.839473,0.271615,0.621845,0.206763,
0.318064,0.567064,0.027955,0.651967,
0.368847,0.124912,0.616413,0.92288,
0.980529,0.416944,0.157842,0.649434,
0.937681,0.566607,0.350841,0.0292978,
0.267006,0.134617,0.0897244,0.149632,
0.896908,0.266335,0.648152,0.561174,
0.560564,0.106174,0.0599994,0.259987,
0.475112,0.886196,0.479232,0.734306,
0.826838,0.594714,0.798761,0.231513,
0.594775,0.631184,0.310923,0.902463,
0.743065,0.35371,0.690023,0.978607,
0.313852,0.925352,0.0783105,0.639088,
0.451918,0.365368,0.556902,0.723167,
0.891995,0.212256,0.782556,0.94467,
0.940428,0.703726,0.0717795,0.764611,
0.48204,0.881008,0.713523,0.578509,
0.0438551,0.522996,0.791436,0.374004,
0.446486,0.316813,0.297403,0.515854,
0.0747398,0.170934,0.817194,0.813807,
0.298776,0.0770287,0.569475,0.529984,
0.0766015,0.427076,0.0800195,0.482284,
0.269784,0.191656,0.271554,0.899167,
0.702994,0.865932,0.250923,0.183142,
0.499191,0.589282,0.574908,0.238594,
0.721335,0.345347,0.275765,0.520066,
0.851924,0.647908,0.427686,0.457717,
0.14182,0.619831,0.535661,0.416059,
0.359478,0.870571,0.527726,0.841945,
0.971465,0.0787378,0.632069,0.758263,
0.286416,0.686239,0.920103,0.259804,
0.59273,0.609607,0.796899,0.167211,
0.821772,0.375561,0.219886,0.495163,
0.767693,0.586413,0.927763,0.891598,
0.395306,0.121708,0.459792,0.703848,
0.266854,0.982879,0.248024,0.827631,
0.619221,0.186041,0.56267,0.996033,
0.12299,0.610675,0.59209,0.663656,
0.854213,0.20893,0.439344,0.143132,
0.510208,0.482894,0.315409,0.149663,
0.401105,0.635609,0.711264,0.409894,
0.247627,0.302103,0.829707,0.491806,
0.317148,0.266854,0.0580157,0.511277,
0.928556,0.0737327,0.763176,0.872005,
0.857601,0.934874,0.190161,0.694693,
0.674093,0.844447,0.745567,0.092288,
0.541795,0.303934,0.44673,0.946837,
0.512345,0.565142,0.818415,0.344615,
0.844905,0.796381,0.0179449,0.325877,
0.382122,0.0795618,0.470107,0.105106,
0.514176,0.643117,0.792993,0.418409,
0.761925,0.237465,0.296121,0.153844,
0.51033,0.0596332,0.832392,0.921567,
0.923795,0.132725,0.284127,0.719199,
0.573992,0.546739,0.465926,0.349803,
0.812281,0.466903,0.724174,0.747429,
0.417096,0.316141,0.0152287,0.867336,
0.548326,0.0372326,0.743797,0.297189,
0.539354,0.841578,0.141392,0.244789,
0.558214,0.35023,0.468245,0.0592364,
0.669515,0.534288,0.817621,0.941496,
0.327372,0.359691,0.805658,0.000671407,
0.831935,0.543931,0.926908,0.312296,
0.779351,0.330027,0.857082,0.134678,
0.0378124,0.684408,0.484634,0.939817,
0.279733,0.824793,0.95175,0.41496,
0.601886,0.484542,0.486435,0.0912503,
0.264992,0.819544,0.307138,0.755364,
0.0834071,0.363872,0.380566,0.300668,
0.496475,0.940519,0.31431,0.174261,
0.852931,0.933531,0.165746,0.0757469,
0.939268,0.827693,0.44789,0.064272,
0.283517,0.421918,0.113834,0.730064,
0.265999,0.623066,0.801233,0.586596,
0.567278,0.225562,0.117283,0.339885,
0.985992,0.584094,0.24662,0.19071,
0.15656,0.584796,0.662038,0.826502,
0.198889,0.821802,0.220527,0.258797,
0.830653,0.384686,0.425031,0.162877,
0.973846,0.164129,0.133549,0.875332,
0.386883,0.0806909,0.496872,0.706107,
0.353099,0.144261,0.405774,0.721549,
0.957274,0.749474,0.229591,0.654012,
