0.55385,0.73693,0.728629,0.393963,
0.187017,0.809137,0.333018,0.908597,
0.286599,0.699393,0.738029,0.538713,
0.644093,0.533555,0.564379,0.926359,
0.320444,0.668325,0.623615,0.493027,
0.983184,0.804895,0.201086,0.714927,
0.706107,0.714316,0.505692,0.899869,
0.263588,0.480331,0.565996,0.622425,
0.449934,0.665883,0.355754,0.473647,
0.455428,0.309885,0.428632,0.281289,
0.830409,0.160222,0.844172,0.457198,
0.068392,0.04944,0.665822,0.627796,
0.339518,0.819117,0.812799,0.203894,
0.405805,0.699301,0.546434,0.0465407,
0.249153,0.549486,0.372662,0.884518,
0.443525,0.867092,0.641774,0.640095,
0.802515,0.969481,0.626606,0.319407,
0.333659,0.256447,0.360637,0.623402,
0.030488,0.958922,0.0169378,0.935575,
0.533769,0.280038,0.109531,0.843349,
0.193152,0.335337,0.298166,0.848476,
0.560533,0.797937,0.0778222,0.423353,
0.846095,0.654744,0.134495,0.069277,
0.368725,0.980865,0.647847,0.532853,
0.531785,0.13715,0.322672,0.836848,
0.355235,0.298471,0.430036,0.281808,
0.0960723,0.717704,0.639424,0.0746178,
0.987762,0.632771,0.923185,0.740287,
0.629658,0.222205,0.314341,0.97293,
0.0588397,0.516098,0.799524,0.0829188,
0.0342112,0.667989,0.127415,0.695669,
0.564898,0.494705,0.814966,0.858577,
0.214118,0.689749,0.131657,0.212653,
0.209784,0.616901,0.344096,0.384716,
0.892666,0.0901822,0.000885037,0.256478,
0.534043,0.0463271,0.540513,0.267037,
0.0535295,0.516007,0.00219733,0.404614,
0.66863,0.800317,0.12186,0.0440077,
0.00714133,0.258431,0.593829,0.286325,
0.713858,0.613025,0.780053,0.956359,
0.0822169,0.179174,0.647664,0.914914,
0.743309,0.923887,0.216346,0.841548,
0.941954,0.761223,0.296915,0.144444,
0.432691,0.990783,0.80166,0.153417,
0.52559,0.284402,0.408856,0.252205,
0.313913,0.128361,0.861507,0.106723,
0.614795,0.126499,0.682424,0.645253,
0.653768,0.0713523,0.586352,0.946593,
0.0249947,0.188757,0.3708,0.692831,
0.957945,0.462783,0.566607,0.342936,
0.421918,0.446791,0.629292,0.683157,
0.0999481,0.467269,0.952971,0.910398,
0.762871,0.626301,0.487655,0.905606,
0.075045,0.509323,0.24134,0.852351,
0.36317,0.00390637,0.448073,0.857631,
0.379009,0.136601,0.683279,0.730827,
0.587603,0.332987,0.707663,0.576952,
0.0121769,0.00830103,0.320841,0.360881,
0.166814,0.894284,0.00604266,0.0983306,
0.108341,0.00827052,0.646992,0.830164,
0.138646,0.671804,0.0982086,0.0358898,
0.188574,0.483413,0.890561,0.643391,
0.414686,0.653615,0.852046,0.289926,
0.0402234,0.606861,0.926603,0.991974,
0.971496,0.257576,0.970946,0.879055,
0.22071,0.866359,0.811365,0.148473,
0.667104,0.882199,0.341563,0.897153,
0.186621,0.677572,0.942595,0.986236,
0.682516,0.582232,0.00643941,0.595538,
0.0473342,0.122166,0.844539,0.623676,
0.587939,0.869747,0.761742,0.589831,
0.944304,0.811426,0.578265,0.194128,
0.0342418,0.639576,0.37965,0.192114,
0.0544755,0.874081,0.776696,0.740196,
0.0694906,0.220374,0.456343,0.867916,
0.219764,0.07004,0.304849,0.233283,
0.0802026,0.55031,0.884457,0.81814,
0.200415,0.0284433,0.544908,0.718253,
0.357738,0.477737,0.950835,0.6863,
0.554338,0.610889,0.306436,0.582659,
0.289865,0.18717,0.0589923,0.390454,
0.14069,0.399884,0.361583,0.95172,
0.177038,0.749901,0.0771813,0.0801416,
0.249062,0.311991,0.60509,0.207404,
0.673788,0.79986,0.310587,0.218574,
0.35313,0.336192,0.839595,0.633412,
0.855281,0.334361,0.0992157,0.789575,
0.489761,0.397137,0.185644,0.184179,
0.908505,0.639943,0.0405591,0.629566,
0.262795,0.343425,0.117069,0.379894,
0.448866,0.343059,0.837214,0.884762,
0.47203,0.0608234,0.120914,0.325816,
0.461562,0.585986,0.769494,0.593036,
0.367046,0.710776,0.982757,0.856716,
0.867824,0.327464,0.793146,0.391034,
0.5262,0.0932646,0.696616,0.806543,
0.716544,0.768578,0.262001,0.346202,
0.360485,0.135624,0.000457778,0.402997,
0.000518815,0.90347,0.275643,0.913816,
0.242409,0.505325,0.53621,0.78695,
